sorter,arrangement,size,median_nanos
QuickSortRecursiveLomuto,ASC,15000,75130900
QuickSortRecursiveLomuto,ASC,16000,136145700
QuickSortRecursiveLomuto,ASC,17000,145519400
QuickSortRecursiveLomuto,ASC,18000,183333400
QuickSortRecursiveLomuto,ASC,19000,188208600
QuickSortRecursiveLomuto,ASC,20000,210458600
QuickSortRecursiveLomuto,RAND,0,200
QuickSortRecursiveLomuto,RAND,1000,511400
QuickSortRecursiveLomuto,RAND,2000,431700
QuickSortRecursiveLomuto,RAND,3000,1095300
QuickSortRecursiveLomuto,RAND,4000,2160200
QuickSortRecursiveLomuto,RAND,5000,4112100
QuickSortRecursiveLomuto,RAND,6000,1102300
QuickSortRecursiveLomuto,RAND,7000,932000
QuickSortRecursiveLomuto,RAND,8000,1074700
QuickSortRecursiveLomuto,RAND,9000,1238800
QuickSortRecursiveLomuto,RAND,10000,1313400
QuickSortRecursiveLomuto,RAND,11000,1569600
QuickSortRecursiveLomuto,RAND,12000,1772700
QuickSortRecursiveLomuto,RAND,13000,1941300
QuickSortRecursiveLomuto,RAND,14000,1900700
QuickSortRecursiveLomuto,RAND,15000,2204800
QuickSortRecursiveLomuto,RAND,16000,2203500
QuickSortRecursiveLomuto,RAND,17000,2488600
QuickSortRecursiveLomuto,RAND,18000,2679800
QuickSortRecursiveLomuto,RAND,19000,2745700
QuickSortRecursiveLomuto,RAND,20000,3070900
QuickSortRecursiveLomuto,DESC,0,2600
QuickSortRecursiveLomuto,DESC,1000,888400
QuickSortRecursiveLomuto,DESC,2000,3126800
QuickSortRecursiveLomuto,DESC,3000,7016600
QuickSortRecursiveLomuto,DESC,4000,10331400
QuickSortRecursiveLomuto,DESC,5000,17087400
QuickSortRecursiveLomuto,DESC,6000,34621000
QuickSortRecursiveLomuto,DESC,7000,39683300
QuickSortRecursiveLomuto,DESC,8000,42284300
QuickSortRecursiveLomuto,DESC,9000,44496400
QuickSortRecursiveLomuto,DESC,10000,54095300
QuickSortRecursiveLomuto,DESC,11000,67259900
QuickSortRecursiveLomuto,DESC,12000,73205000
QuickSortRecursiveLomuto,DESC,13000,94862300
QuickSortRecursiveLomuto,DESC,14000,103217500
QuickSortRecursiveLomuto,DESC,15000,112468700
QuickSortRecursiveLomuto,DESC,16000,130023500
QuickSortRecursiveLomuto,DESC,17000,148542300
QuickSortRecursiveLomuto,DESC,18000,167692100
QuickSortRecursiveLomuto,DESC,19000,196642400
QuickSortRecursiveLomuto,DESC,20000,211395300
ReferenceAlgSort,ASC,0,600
ReferenceAlgSort,ASC,1000,33300
ReferenceAlgSort,ASC,2000,56800
ReferenceAlgSort,ASC,3000,84400
ReferenceAlgSort,ASC,4000,112400
ReferenceAlgSort,ASC,5000,159700
ReferenceAlgSort,ASC,6000,188300
ReferenceAlgSort,ASC,7000,203500
ReferenceAlgSort,ASC,8000,63500
ReferenceAlgSort,ASC,9000,55300
ReferenceAlgSort,ASC,10000,60400
ReferenceAlgSort,ASC,11000,67300
ReferenceAlgSort,ASC,12000,69700
ReferenceAlgSort,ASC,13000,75700
ReferenceAlgSort,ASC,14000,84100
ReferenceAlgSort,ASC,15000,92400
ReferenceAlgSort,ASC,16000,100200
ReferenceAlgSort,ASC,17000,90300
ReferenceAlgSort,ASC,18000,89500
ReferenceAlgSort,ASC,19000,111900
ReferenceAlgSort,ASC,20000,108600
ReferenceAlgSort,RAND,0,200
ReferenceAlgSort,RAND,1000,453000
ReferenceAlgSort,RAND,2000,700500
ReferenceAlgSort,RAND,3000,599400
ReferenceAlgSort,RAND,4000,703300
ReferenceAlgSort,RAND,5000,872600
ReferenceAlgSort,RAND,6000,1076700
ReferenceAlgSort,RAND,7000,1353000
ReferenceAlgSort,RAND,8000,1554100
ReferenceAlgSort,RAND,9000,1882300
ReferenceAlgSort,RAND,10000,1991100
ReferenceAlgSort,RAND,11000,2739600
ReferenceAlgSort,RAND,12000,4172100
ReferenceAlgSort,RAND,13000,4833200
ReferenceAlgSort,RAND,14000,8226700
ReferenceAlgSort,RAND,15000,8311900
ReferenceAlgSort,RAND,16000,9856400
ReferenceAlgSort,RAND,17000,9073700
ReferenceAlgSort,RAND,18000,8833800
ReferenceAlgSort,RAND,19000,6071700
ReferenceAlgSort,RAND,20000,5141300
ReferenceAlgSort,DESC,0,2800
ReferenceAlgSort,DESC,1000,2300
ReferenceAlgSort,DESC,2000,3600
ReferenceAlgSort,DESC,3000,4900
ReferenceAlgSort,DESC,4000,6300
ReferenceAlgSort,DESC,5000,7600
ReferenceAlgSort,DESC,6000,9000
ReferenceAlgSort,DESC,7000,10400
ReferenceAlgSort,DESC,8000,11600
ReferenceAlgSort,DESC,9000,13100
ReferenceAlgSort,DESC,10000,14600
ReferenceAlgSort,DESC,11000,15900
ReferenceAlgSort,DESC,12000,17200
ReferenceAlgSort,DESC,13000,18300
ReferenceAlgSort,DESC,14000,20200
ReferenceAlgSort,DESC,15000,21400
ReferenceAlgSort,DESC,16000,23100
ReferenceAlgSort,DESC,17000,24400
ReferenceAlgSort,DESC,18000,25600
ReferenceAlgSort,DESC,19000,26800
ReferenceAlgSort,DESC,20000,29400
SelectionSort,ASC,0,300
SelectionSort,ASC,1000,3273400
SelectionSort,ASC,2000,3767800
SelectionSort,ASC,3000,4398000
SelectionSort,ASC,4000,7753200
SelectionSort,ASC,5000,11743000
SelectionSort,ASC,6000,16395200
SelectionSort,ASC,7000,21350000
SelectionSort,ASC,8000,26263600
SelectionSort,ASC,9000,32095400
SelectionSort,ASC,10000,38672000
SelectionSort,ASC,11000,46679600
SelectionSort,ASC,12000,63040800
SelectionSort,ASC,13000,68657100
SelectionSort,ASC,14000,74751500
SelectionSort,ASC,15000,84174700
SelectionSort,ASC,16000,96106200
SelectionSort,ASC,17000,107829700
SelectionSort,ASC,18000,120446600
SelectionSort,ASC,19000,142033500
SelectionSort,ASC,20000,156389800
SelectionSort,RAND,0,100
SelectionSort,RAND,1000,2508700
SelectionSort,RAND,2000,2665500
SelectionSort,RAND,3000,5927300
SelectionSort,RAND,4000,10668000
SelectionSort,RAND,5000,16322000
SelectionSort,RAND,6000,21207800
SelectionSort,RAND,7000,28626400
SelectionSort,RAND,8000,37524800
SelectionSort,RAND,9000,46684600
SelectionSort,RAND,10000,57867100
SelectionSort,RAND,11000,81370900
SelectionSort,RAND,12000,89370200
SelectionSort,RAND,13000,106555500
SelectionSort,RAND,14000,118551100
SelectionSort,RAND,15000,131314200
SelectionSort,RAND,16000,149590500
SelectionSort,RAND,17000,166416700
SelectionSort,RAND,18000,196049800
SelectionSort,RAND,19000,211584700
SelectionSort,RAND,20000,232106800
SelectionSort,DESC,0,100
SelectionSort,DESC,1000,573200
SelectionSort,DESC,2000,2193400
SelectionSort,DESC,3000,5039900
SelectionSort,DESC,4000,9023500
SelectionSort,DESC,5000,15392400
SelectionSort,DESC,6000,23058400
SelectionSort,DESC,7000,37361800
SelectionSort,DESC,8000,46759700
SelectionSort,DESC,9000,58094300
SelectionSort,DESC,10000,73825500
SelectionSort,DESC,11000,77685200
SelectionSort,DESC,12000,88974900
SelectionSort,DESC,13000,98351900
SelectionSort,DESC,14000,113850100
SelectionSort,DESC,15000,133139000
SelectionSort,DESC,16000,147189100
SelectionSort,DESC,17000,167322800
SelectionSort,DESC,18000,183720700
SelectionSort,DESC,19000,203842700
SelectionSort,DESC,20000,225923600
